FreeTime_2.4GHz,IntTime_2.4GHz,RxTime_2.4GHz,TxTime_2.4GHz,VendorStats.Glitch_2.4GHz,tx_Mbps-2g,rx_Mbps-2g,tx_err_ps-2g,tx_ber-2g,rx_pps-2g,tx_pps-2g,tx_Mbps_lag1-2g,rx_Mbps_lag1-2g,tx_Mbps_lag2-2g,rx_Mbps_lag2-2g,Noise_lag2-2g,tx_Mbps_lag3-2g,rx_Mbps_lag3-2g,Noise_lag3-2g,tx_Mbps_avg3-2g,rx_Mbps_avg3-2g,Noise_avg3-2g,tx_Mbps_avg5-2g,rx_Mbps_avg5-2g,Noise_avg5-2g,tx_Mbps_avg7-2g,rx_Mbps_avg7-2g,Noise_avg7-2g,DownlinkMCS,DownlinkShortGuard,Inactive,Noise,SignalNoiseRatio,LastDataDownlinkRate,LastDataUplinkRate,UplinkMCS,UplinkShortGuard,tx_Mbps,rx_Mbps,rx_pps,tx_err_ps,SignalStrength_avg7,SignalStrength_avg10
33.0,11.0,28.0,28.0,756.0,17.126,7.575,0.0,0.0,253.2,1257.2,14.526,7.901,12.084,7.194,-88.0,8.836,14.918,-86.0,14.579,7.557,-87.0,11.58,12.451,-86.8,14.747,10.944,-86.86,8.0,1.0,0.0,-86.0,38.0,86700.0,96100.0,9.0,1.0,12.835,0.216,211.2,0.0,-44.86,-45.2
80.0,8.0,1.0,11.0,918.0,8.345,13.693,0.0,0.0,632.4,481.8,0.303,23.431,0.401,27.835,-91.0,4.066,23.237,-92.0,3.016,21.653,-92.33,7.698,20.998,-92.4,10.199,17.671,-92.71,9.0,400.0,2.0,-93.0,45.0,96100.0,96100.0,9.0,400.0,0.052,4.139,340.8,0.0,-49.71,-49.0
72.0,11.0,2.0,16.0,1109.0,5.847,7.594,0.0,0.0,631.0,519.2,2.613,9.934,0.094,4.51,-92.0,0.748,16.149,-93.0,2.851,7.346,-92.0,2.007,9.857,-92.6,5.237,8.654,-92.71,11.0,800.0,0.0,-92.0,61.0,286700.0,286700.0,11.0,800.0,0.046,8.861,739.6,0.0,-34.29,-33.5
77.0,12.0,9.0,4.0,1220.0,0.044,8.764,0.0,0.0,752.8,30.0,0.144,10.847,0.049,8.936,-92.0,0.104,10.941,-92.0,0.079,9.516,-92.0,0.077,11.286,-91.8,4.745,9.328,-91.86,9.0,1.0,0.0,-92.0,27.0,216600.0,172000.0,7.0,1.0,0.029,7.668,653.2,0.0,-65.0,-64.7
38.0,15.0,30.0,16.0,455.0,22.538,20.603,0.0,0.0,139.2,1028.4,18.919,18.206,17.906,7.489,-88.0,14.451,8.573,-90.0,19.788,15.433,-88.0,15.603,13.183,-88.8,11.673,16.82,-89.43,11.0,1.0,0.0,-88.0,52.0,286700.0,286700.0,11.0,1.0,21.68,0.105,115.4,0.0,-38.14,-38.3
42.0,9.0,35.0,15.0,638.0,7.136,32.342,0.0,0.0,2704.6,739.0,7.263,26.666,22.814,5.164,-89.0,26.343,0.275,-90.0,12.404,21.391,-87.33,15.019,13.627,-88.0,12.297,13.332,-87.57,8.0,1.0,0.0,-86.0,35.0,86700.0,96100.0,9.0,1.0,0.118,11.45,935.6,0.0,-50.14,-50.3
79.0,9.0,1.0,12.0,1601.0,3.979,8.041,0.0,0.0,322.0,387.2,0.115,11.815,0.306,16.746,-91.0,0.057,11.823,-92.0,1.467,12.201,-91.67,1.449,12.421,-91.6,5.072,10.588,-91.29,7.0,400.0,0.0,-92.0,28.0,72200.0,72200.0,7.0,400.0,4.982,0.073,82.8,0.0,-63.14,-63.1
73.0,10.0,12.0,6.0,336.0,0.147,36.233,0.0,0.0,2862.4,115.8,19.022,9.998,15.484,8.54,-86.0,26.339,86.931,-86.0,11.551,18.257,-85.33,16.874,44.322,-85.2,31.12,31.799,-85.14,7.0,1.0,0.0,-85.0,36.0,72200.0,72200.0,7.0,1.0,0.079,2.712,227.8,0.0,-49.71,-49.8
55.0,10.0,2.0,32.0,898.0,9.593,18.446,0.0,0.0,1635.0,888.8,2.357,42.242,0.376,60.65,-93.0,1.879,62.222,-92.0,4.109,40.446,-92.67,5.904,41.355,-92.4,7.259,35.063,-92.57,7.0,400.0,0.0,-92.0,42.0,72200.0,72200.0,7.0,400.0,2.605,0.055,62.2,0.0,-50.14,-50.2
61.0,8.0,20.0,13.0,273.0,13.129,36.288,0.0,0.0,1865.2,966.0,13.584,47.524,6.165,29.78,-88.0,8.546,17.134,-90.0,10.959,37.864,-88.0,16.838,28.216,-88.8,24.614,22.809,-88.57,7.0,1.0,0.0,-88.0,43.0,72200.0,72200.0,7.0,1.0,0.332,16.551,1358.4,0.0,-44.57,-44.5
3.0,8.0,83.0,7.0,108.0,1.106,68.994,3.6,3.2549728752260398e-06,4434.4,974.6,7.795,65.484,63.807,7.079,-90.0,49.492,10.256,-94.0,24.236,47.186,-90.33,26.228,44.854,-91.2,21.437,49.223,-90.71,9.0,1600.0,0.0,-90.0,62.0,216600.0,270800.0,11.0,1600.0,0.038,31.395,2367.4,0.0,-28.43,-28.6
55.0,11.0,18.0,16.0,224.0,11.599,10.436,0.0,0.0,671.8,775.4,1.155,8.919,4.118,15.1,-97.0,25.926,12.241,-95.0,5.624,11.485,-96.0,15.287,11.129,-95.6,20.722,8.064,-95.43,7.0,1.0,0.0,-95.0,49.0,72200.0,65000.0,7.0,1.0,0.09,3.113,259.8,0.0,-46.0,-46.0
81.0,13.0,1.0,6.0,2903.0,1.745,0.021,0.0,0.0,22.2,84.2,0.15,6.001,0.118,7.042,-92.0,0.053,9.612,-90.0,0.671,4.355,-91.67,0.44,6.672,-91.2,0.345,8.727,-91.14,9.0,1.0,1.0,-91.0,27.0,229400.0,206500.0,8.0,1.0,1.8,0.022,22.8,0.0,-63.29,-63.6
78.0,7.0,2.0,15.0,876.0,17.175,0.111,1.2,6.986899563318776e-08,124.2,732.8,13.09,2.307,0.079,7.691,-93.0,2.368,9.532,-93.0,10.115,3.37,-93.0,8.667,3.946,-93.0,9.947,2.849,-92.57,8.0,800.0,0.0,-93.0,31.0,206500.0,206500.0,8.0,800.0,16.949,0.11,123.0,1.2,-62.0,-62.0
44.0,11.0,6.0,39.0,369.0,20.65,13.178,0.0,0.0,1110.8,1758.2,11.348,31.8,0.361,56.283,-96.0,2.673,52.303,-95.0,10.786,33.754,-95.0,8.843,47.448,-95.0,17.751,50.932,-95.0,9.0,1.0,0.0,-95.0,45.0,96100.0,96100.0,9.0,1.0,0.227,12.427,1022.2,0.0,-47.29,-47.1
67.0,11.0,17.0,6.0,859.0,0.108,20.156,0.0,0.0,1467.333,84.5,1.569,30.634,7.363,35.651,-93.0,5.794,34.391,-92.0,3.013,28.814,-92.0,3.008,32.822,-91.8,8.824,31.732,-91.86,9.0,400.0,0.0,-91.0,35.0,96100.0,96100.0,9.0,400.0,0.035,0.689,67.4,0.0,-56.43,-56.2
15.0,12.0,3.0,71.0,318.0,19.846,5.903,0.0,0.0,157.0,1394.5,12.466,13.945,16.817,16.782,-96.0,13.839,15.778,-96.0,16.376,12.21,-95.33,17.315,11.957,-95.4,20.904,11.638,-95.29,9.0,1.0,0.0,-94.0,34.0,96100.0,96100.0,9.0,1.0,5.67,0.12,119.6,0.0,-56.14,-56.0
2.0,3.0,80.0,16.0,119.0,5.93,62.577,0.0,0.0,5102.4,1858.8,15.276,48.754,15.225,31.413,-93.0,16.688,0.261,-94.0,12.144,47.581,-93.0,14.313,28.674,-93.2,19.415,21.644,-92.71,11.0,800.0,0.0,-94.0,45.0,286700.0,1000.0,0.0,0.0,0.07,8.76,723.4,0.0,-51.29,-51.3
11.0,16.0,2.0,71.0,1390.0,38.647,8.978,0.0,0.0,723.8,3142.2,44.72,3.19,40.466,5.066,-84.0,30.906,10.108,-85.0,41.278,5.745,-84.67,36.882,8.242,-84.8,28.863,5.93,-84.57,7.0,1.0,0.0,-86.0,39.0,65000.0,72200.0,7.0,1.0,40.311,0.362,412.6,0.0,-46.86,-46.9
26.0,28.0,2.0,42.0,2023.0,21.368,5.533,0.0,0.0,610.6,1797.2,1.369,10.553,2.113,13.208,-87.0,4.959,0.997,-90.0,8.283,9.765,-86.33,6.751,7.776,-87.4,5.023,10.527,-87.57,9.0,1.0,0.0,-85.0,35.0,96100.0,96100.0,9.0,1.0,12.332,1.623,305.2,0.0,-49.86,-49.8
71.0,10.0,2.0,18.0,757.0,11.015,0.148,0.0,0.0,73.0,669.0,34.677,17.539,30.561,17.154,-87.0,37.807,0.408,-90.0,25.418,11.614,-89.0,29.326,7.126,-89.8,32.02,5.741,-89.57,7.0,1.0,0.0,-91.0,39.0,72200.0,72200.0,7.0,1.0,3.748,0.069,77.167,0.0,-52.71,-52.7
37.0,7.0,3.0,52.0,850.0,29.336,0.449,0.0,0.0,235.8,2349.2,25.859,4.009,21.896,16.516,-94.0,12.763,19.038,-94.0,25.697,6.991,-93.33,20.733,11.516,-93.2,18.424,11.024,-92.86,9.0,400.0,0.0,-92.0,51.0,96100.0,96100.0,9.0,400.0,13.943,0.238,233.6,0.0,-34.71,-35.3
46.0,10.0,3.0,42.0,298.0,11.844,7.532,0.0,0.0,690.4,1003.6,3.28,15.11,1.906,25.036,-96.0,0.299,28.557,-96.0,5.677,15.893,-96.0,4.968,19.378,-96.0,7.376,14.006,-95.86,9.0,1.0,0.0,-96.0,49.0,96100.0,96100.0,9.0,1.0,1.994,0.22,62.2,0.0,-48.71,-48.8
41.0,10.0,29.0,20.0,758.0,22.476,18.711,0.0,0.0,213.6,1379.8,27.479,18.67,41.997,10.197,-92.0,24.652,16.858,-93.0,30.651,15.859,-92.67,25.588,17.937,-92.6,22.879,16.731,-92.71,7.0,400.0,0.0,-93.0,43.0,72200.0,72200.0,7.0,400.0,0.214,18.409,1487.4,0.0,-49.71,-49.8
82.0,10.0,1.0,9.0,964.0,2.543,18.413,0.0,0.0,1549.6,372.6,5.667,14.564,23.929,1.65,-90.0,16.99,13.355,-90.0,10.713,11.542,-90.67,9.903,17.253,-90.4,8.643,17.149,-90.57,11.0,800.0,0.0,-92.0,42.0,286700.0,286700.0,11.0,800.0,0.03,11.309,909.4,0.0,-49.0,-48.9
63.0,18.0,10.0,10.0,895.0,2.318,28.023,0.0,0.0,2354.2,387.2,3.095,3.369,3.25,2.321,-87.0,17.646,0.466,-86.0,2.888,11.238,-86.33,9.086,6.875,-86.2,6.67,14.214,-86.14,7.0,1.0,0.0,-86.0,49.0,162500.0,270800.0,11.0,1.0,0.103,19.216,1420.0,0.0,-36.43,-36.4
63.0,9.0,21.0,9.0,419.0,6.204,24.712,0.0,0.0,2093.6,635.2,13.946,6.344,12.93,8.623,-90.0,7.98,17.337,-91.0,11.027,13.226,-90.0,9.703,14.978,-90.4,7.603,11.53,-90.57,9.0,1.0,0.0,-90.0,36.0,96100.0,96100.0,9.0,1.0,4.331,23.896,2079.4,0.0,-57.57,-57.2
51.0,16.0,14.0,19.0,588.0,8.373,7.883,0.0,0.0,665.6,896.4,14.676,5.928,9.611,17.661,-95.0,9.232,18.783,-95.0,10.887,10.491,-95.33,12.408,11.959,-95.2,15.646,11.146,-95.43,10.0,1.0,0.0,-96.0,51.0,258000.0,1000.0,0.0,0.0,0.017,0.022,27.2,0.0,-44.86,-44.7
34.0,7.0,54.0,8.0,424.0,5.728,34.396,0.4,6.983240223463688e-08,697.8,504.4,11.459,30.676,14.264,14.252,-91.0,19.655,0.278,-91.0,10.484,26.441,-90.67,11.734,19.796,-90.8,8.457,23.778,-90.71,11.0,1.0,0.0,-91.0,58.0,286700.0,286700.0,11.0,1.0,4.047,6.641,582.0,0.0,-33.0,-33.0
50.0,19.0,25.0,6.0,1597.0,0.381,35.342,0.0,0.0,1951.6,286.4,20.115,24.912,17.892,27.238,-85.0,21.823,16.883,-85.0,12.796,29.164,-84.33,15.825,26.483,-84.8,15.438,27.099,-85.14,9.0,1.0,1.0,-84.0,55.0,216600.0,243700.0,10.0,1.0,0.203,23.06,1806.4,0.0,-29.86,-29.4
62.0,14.0,2.0,23.0,378.0,10.913,0.182,0.0,0.0,82.0,896.2,15.604,5.665,20.964,9.335,-96.0,13.81,10.713,-96.0,15.827,5.061,-95.33,15.298,9.827,-95.0,14.656,13.357,-95.14,7.0,1.0,0.0,-96.0,59.0,72200.0,72200.0,7.0,1.0,6.794,0.104,119.6,0.0,-37.86,-37.9
46.0,10.0,32.0,14.0,419.0,15.71,23.146,0.0,0.0,96.6,927.4,0.222,8.831,0.227,11.006,-90.0,7.006,0.103,-90.0,5.386,14.328,-91.0,5.824,8.636,-91.0,5.208,7.953,-91.43,9.0,1.0,0.0,-91.0,41.0,229400.0,286700.0,11.0,1.0,7.639,3.803,364.2,0.0,-40.71,-41.7
28.0,8.0,52.0,14.0,509.0,12.402,21.018,0.8,6.450572488308337e-08,326.8,710.8,12.205,35.03,3.955,11.203,-92.0,4.302,16.568,-93.0,9.521,22.417,-92.0,9.179,21.203,-92.2,18.103,18.652,-92.14,9.0,800.0,0.0,-92.0,64.0,229400.0,286700.0,11.0,800.0,11.489,0.073,77.0,0.0,-28.57,-28.6
9.0,6.0,68.0,18.0,191.0,28.691,29.885,0.0,0.0,2171.4,2377.8,31.311,13.058,5.475,21.496,-86.0,3.187,26.549,-87.0,21.826,21.48,-86.67,13.957,25.107,-87.0,10.074,26.821,-87.14,7.0,1.0,0.0,-87.0,44.0,72200.0,72200.0,7.0,1.0,10.446,4.177,476.8,0.0,-43.57,-43.9
4.0,7.0,73.0,18.0,98.0,34.626,26.171,0.0,0.0,997.0,2169.8,45.866,7.629,16.161,25.818,-96.0,1.411,42.244,-95.0,32.218,19.873,-95.33,20.749,25.635,-95.4,20.67,22.278,-95.29,11.0,1.0,0.0,-95.0,50.0,286700.0,286700.0,11.0,1.0,25.912,0.128,140.6,0.0,-44.86,-44.7
65.0,8.0,15.0,14.0,893.0,15.761,10.743,3.0,1.9034325233170484e-07,412.4,1161.6,24.741,12.719,16.55,18.84,-93.0,16.971,32.742,-92.0,19.017,14.101,-94.33,17.713,20.655,-93.4,16.077,15.675,-93.29,9.0,400.0,0.0,-95.0,41.0,96100.0,96100.0,9.0,400.0,0.607,0.033,33.2,0.0,-52.0,-52.1
70.0,10.0,5.0,16.0,732.0,4.015,15.035,0.0,0.0,1003.4,432.0,1.672,26.139,1.675,30.483,-86.0,11.425,20.533,-86.0,2.454,23.886,-87.33,7.084,19.969,-87.0,7.112,15.84,-87.43,9.0,1.0,0.0,-88.0,55.0,96100.0,96100.0,9.0,1.0,4.868,0.098,98.4,0.0,-32.86,-32.2
36.0,5.0,3.0,56.0,167.0,50.004,0.388,6.0,1.1999040076793857e-07,154.4,2975.2,31.127,23.657,35.619,29.87,-84.0,16.24,23.662,-83.0,38.917,17.972,-85.0,30.073,21.095,-84.2,26.084,24.433,-84.14,7.0,1.0,0.0,-86.0,36.0,72200.0,72200.0,7.0,1.0,22.491,0.259,295.0,0.0,-49.57,-49.7
46.0,14.0,2.0,37.0,1102.0,20.303,2.601,0.0,0.0,440.2,1656.8,15.93,3.835,0.313,34.489,-86.0,2.27,31.561,-83.0,12.182,13.642,-85.0,10.714,16.186,-84.2,10.661,15.518,-84.14,6.0,1.0,0.0,-84.0,43.0,65000.0,72200.0,7.0,1.0,4.728,0.09,102.4,0.0,-41.71,-41.8
28.0,10.0,3.0,60.0,615.0,28.096,10.349,3.8,1.35250569476082e-07,365.6,2273.2,4.02,44.562,4.588,34.956,-92.0,3.852,27.807,-90.0,12.235,29.956,-91.67,8.942,28.095,-91.4,10.224,22.561,-91.57,7.0,400.0,0.0,-92.0,42.0,72200.0,72200.0,7.0,400.0,20.309,5.641,695.4,3.2,-49.71,-49.9
4.0,11.0,2.0,84.0,529.0,50.068,0.583,10.0,1.9972836941759208e-07,273.6,3847.4,17.834,45.495,9.018,48.492,-94.0,50.956,2.818,-94.0,25.64,31.523,-94.33,33.297,20.894,-94.4,25.625,26.474,-94.86,7.0,1.0,0.0,-95.0,49.0,72200.0,72200.0,7.0,1.0,33.264,1.634,461.4,9.0,-46.29,-46.3
20.0,13.0,57.0,9.0,718.0,21.332,25.995,0.4,1.8751171948246766e-08,1115.8,1781.4,45.529,3.308,23.11,28.584,-88.0,0.311,56.351,-86.0,29.99,19.296,-88.0,21.984,28.547,-87.6,27.507,20.515,-87.57,11.0,1.0,0.0,-88.0,50.0,286700.0,195000.0,8.0,1.0,2.826,9.512,706.8,0.0,-37.43,-37.1
44.0,8.0,31.0,17.0,247.0,18.919,18.206,0.0,0.0,107.6,1140.0,17.906,7.489,14.451,8.573,-90.0,4.199,11.043,-90.0,17.092,11.423,-88.67,11.816,12.028,-89.4,8.915,17.682,-89.86,7.0,1.0,0.0,-89.0,51.0,72200.0,72200.0,7.0,1.0,0.378,20.055,1621.4,0.0,-38.71,-39.2
34.0,15.0,43.0,7.0,602.0,0.417,29.773,0.0,0.0,1108.2,170.8,2.625,25.401,20.583,7.5,-89.0,18.811,9.714,-89.0,7.875,20.891,-89.33,11.393,14.524,-89.6,14.711,10.831,-89.86,7.0,1.0,1.0,-90.0,41.0,72200.0,72200.0,7.0,1.0,0.042,16.775,1356.4,0.0,-46.14,-45.9
41.0,10.0,2.0,46.0,1211.0,16.483,28.869,5.6,3.397439786446642e-07,2017.8,930.0,0.147,57.186,26.507,22.547,-92.0,52.765,0.286,-92.0,14.379,36.201,-92.0,21.947,28.213,-91.4,20.246,31.227,-91.14,7.0,1.0,0.0,-92.0,43.0,72200.0,72200.0,7.0,1.0,4.631,4.393,432.6,0.6,-48.43,-47.4
62.0,7.0,1.0,32.0,877.0,15.4,0.074,0.0,0.0,81.8,667.4,11.261,0.064,7.077,0.059,-90.0,6.942,0.065,-92.0,11.246,0.066,-90.33,10.537,0.064,-91.0,10.049,0.064,-91.14,11.0,800.0,0.0,-91.0,40.0,286700.0,243700.0,10.0,1600.0,15.796,0.077,84.0,0.0,-51.0,-51.1
80.0,7.0,3.0,11.0,1135.0,19.178,3.994,0.0,0.0,150.0,1118.4,24.81,0.254,10.389,4.285,-93.0,0.11,6.046,-93.0,18.126,2.844,-93.0,10.956,6.443,-93.0,8.1,10.259,-92.71,7.0,800.0,1.0,-93.0,42.0,65000.0,72200.0,7.0,400.0,0.122,3.784,309.0,0.0,-51.0,-51.0
81.0,16.0,1.0,4.0,1357.0,0.135,7.446,0.0,0.0,646.4,81.0,0.197,9.286,0.054,7.83,-91.0,0.16,8.922,-91.0,0.129,8.187,-91.0,0.116,7.769,-91.0,0.904,6.792,-91.0,9.0,1.0,0.0,-91.0,26.0,229400.0,172000.0,7.0,1.0,0.136,7.537,626.2,0.0,-64.71,-64.7
70.0,7.0,9.0,16.0,752.0,7.942,3.171,0.0,0.0,413.8,680.4,5.156,3.918,4.352,5.199,-92.0,8.687,8.572,-93.0,5.817,4.096,-91.67,8.264,5.903,-92.2,6.906,9.187,-92.29,7.0,400.0,0.0,-91.0,40.0,72200.0,72200.0,7.0,400.0,1.651,0.033,36.0,0.0,-52.57,-52.0
84.0,8.0,1.0,8.0,342.0,3.565,3.319,0.0,0.0,354.8,373.4,10.146,3.976,12.841,4.655,-96.0,24.285,7.036,-97.0,8.851,3.983,-96.0,14.368,3.923,-96.2,11.622,3.662,-96.14,7.0,1.0,1.0,-96.0,55.0,72200.0,72200.0,7.0,1.0,0.007,0.006,5.2,0.0,-41.71,-41.8
4.0,7.0,20.0,71.0,291.0,61.72,6.168,22.4,3.6292935839274137e-07,549.4,4862.2,49.566,8.874,52.896,15.965,-90.0,35.713,30.252,-89.0,54.727,10.336,-88.33,41.668,26.428,-87.8,31.836,37.943,-87.57,8.0,1.0,0.0,-88.0,43.0,86700.0,96100.0,9.0,1.0,54.583,0.512,427.4,0.0,-41.86,-41.6
38.0,12.0,33.0,17.0,491.0,16.874,16.997,0.6,3.5557662676306745e-08,106.4,876.6,12.926,26.199,11.113,34.048,-86.0,11.441,19.894,-86.0,13.638,25.748,-86.67,13.186,21.309,-86.6,10.245,25.32,-87.14,7.0,1.0,0.0,-86.0,54.0,172000.0,286700.0,11.0,1.0,16.777,0.098,105.8,0.6,-32.0,-32.0
38.0,8.0,3.0,50.0,570.0,33.041,0.593,0.0,0.0,416.8,2432.8,30.832,2.272,32.778,8.352,-89.0,32.77,9.88,-91.0,32.217,3.739,-91.0,34.602,5.177,-91.2,32.977,4.545,-91.57,11.0,800.0,0.0,-92.0,45.0,286700.0,286700.0,11.0,800.0,6.439,0.061,66.0,0.0,-47.57,-47.6
86.0,11.0,1.0,4.0,1385.0,0.008,0.008,0.0,0.0,6.8,4.4,4.8,3.796,8.326,0.072,-90.0,5.72,0.104,-92.0,4.378,1.292,-90.67,5.38,0.809,-91.0,4.818,0.59,-91.0,10.0,1600.0,1.0,-92.0,61.0,243700.0,1000.0,0.0,0.0,0.005,0.006,6.0,0.0,-29.86,-30.0
43.0,18.0,33.0,6.0,576.0,8.419,32.257,0.0,0.0,2358.6,705.8,34.966,0.321,29.849,1.214,-88.0,29.625,6.618,-88.0,24.411,11.264,-88.0,24.175,11.545,-87.6,18.043,19.29,-87.0,7.0,1.0,0.0,-88.0,43.0,65000.0,72200.0,7.0,1.0,14.029,0.202,229.4,0.0,-45.57,-45.6
73.0,18.0,1.0,9.0,535.0,7.817,0.069,0.0,0.0,77.2,345.6,6.973,0.067,0.046,14.822,-85.0,0.138,13.227,-85.0,4.945,4.986,-86.0,3.004,7.796,-85.8,2.165,7.879,-85.86,11.0,1.0,0.0,-87.0,44.0,286700.0,286700.0,11.0,1.0,7.845,0.07,77.4,0.0,-43.14,-42.8
52.0,8.0,16.0,26.0,916.0,33.739,5.083,0.2,5.927857968523075e-09,600.6,1921.4,38.476,2.127,27.719,6.846,-92.0,8.345,13.693,-93.0,33.311,4.685,-92.33,21.716,10.236,-92.6,16.15,14.607,-92.29,9.0,400.0,1.0,-92.0,45.0,96100.0,96100.0,9.0,400.0,3.768,4.893,469.6,0.2,-50.0,-50.9
72.0,12.0,2.0,9.0,1163.0,1.631,2.513,9.833,6.0288166768853465e-06,210.167,175.0,17.133,0.687,20.527,0.261,-89.0,26.983,0.325,-88.0,13.097,1.154,-86.0,19.393,0.826,-86.8,17.763,4.4,-87.57,8.0,1.0,0.0,-84.0,22.0,195000.0,206500.0,8.0,1.0,0.335,3.178,262.6,9.2,-63.0,-62.8
56.0,9.0,1.0,35.0,1065.0,14.928,0.099,0.0,0.0,106.4,651.8,17.944,0.116,16.625,0.116,-93.0,6.572,0.069,-93.0,16.499,0.11,-92.33,12.534,0.095,-92.2,11.406,0.092,-92.43,9.0,800.0,0.0,-92.0,30.0,229400.0,195000.0,8.0,1600.0,15.291,0.105,112.0,0.0,-62.0,-62.0
66.0,14.0,15.0,7.0,1186.0,9.249,3.799,0.0,0.0,364.4,440.8,13.861,0.076,3.496,0.031,-91.0,0.024,0.004,-91.0,8.869,1.302,-91.0,9.98,1.557,-91.2,12.426,3.584,-91.43,9.0,1.0,0.0,-92.0,28.0,229400.0,149700.0,6.0,1.0,3.366,3.82,334.6,0.0,-64.29,-64.3
65.0,12.0,2.0,22.0,2202.0,12.602,3.909,0.0,0.0,90.0,640.4,14.073,2.267,4.501,4.287,-91.0,1.918,3.04,-91.0,10.392,3.488,-90.33,10.829,4.179,-90.6,12.482,5.97,-90.86,11.0,800.0,0.0,-90.0,61.0,286700.0,286700.0,11.0,800.0,12.106,0.079,83.4,0.0,-29.0,-29.3
66.0,22.0,1.0,11.0,1606.0,5.531,0.061,0.0,0.0,65.0,246.8,5.389,0.067,0.162,10.54,-83.0,0.131,7.605,-84.0,3.694,3.556,-83.67,2.404,3.657,-83.8,1.832,6.552,-83.71,11.0,1.0,0.0,-84.0,35.0,286700.0,286700.0,11.0,1.0,5.308,0.062,64.8,0.0,-48.29,-48.4
35.0,22.0,22.0,19.0,2078.0,7.852,29.677,0.0,0.0,2455.0,813.0,1.509,46.242,0.442,47.95,-91.0,3.859,43.035,-87.0,3.268,41.29,-88.33,7.12,35.065,-88.0,8.412,35.599,-88.29,7.0,1.0,0.0,-86.0,45.0,172000.0,286700.0,11.0,1.0,0.06,6.993,575.2,0.0,-42.0,-41.6
38.0,15.0,2.0,35.0,1489.0,11.285,3.853,0.4,3.544528134692069e-08,48.6,834.6,6.118,6.329,3.526,14.285,-90.0,0.108,27.685,-89.0,6.976,8.156,-91.33,4.617,14.563,-90.2,5.186,11.163,-90.43,7.0,1.0,0.0,-93.0,48.0,72200.0,72200.0,7.0,1.0,9.283,3.926,462.6,0.0,-45.29,-45.2
51.0,16.0,26.0,8.0,600.0,0.348,15.018,0.0,0.0,840.4,270.2,0.092,4.61,0.221,17.095,-86.0,0.104,14.701,-87.0,0.22,12.241,-86.0,0.223,14.702,-86.2,0.208,16.324,-85.57,7.0,1.0,0.0,-86.0,40.0,72200.0,72200.0,7.0,1.0,0.185,5.149,421.6,0.0,-47.43,-47.2
74.0,16.0,1.0,10.0,1092.0,20.371,0.108,2.6,1.2763241863433312e-07,114.6,862.8,30.336,0.166,14.113,0.09,-86.0,5.55,0.051,-86.0,21.607,0.121,-86.33,14.426,1.771,-86.2,10.329,5.089,-86.14,11.0,1.0,0.0,-88.0,55.0,286700.0,286700.0,11.0,1.0,12.152,0.071,72.8,2.6,-33.0,-33.0
65.0,13.0,12.0,12.0,347.0,8.932,7.213,1.4,1.567398119122257e-07,529.6,911.2,14.715,11.621,8.729,11.437,-88.0,10.898,12.853,-88.0,10.792,10.09,-88.67,11.833,10.51,-88.4,13.173,10.563,-88.29,9.0,1.0,0.0,-89.0,28.0,96100.0,96100.0,9.0,1.0,11.409,0.19,186.6,0.0,-54.43,-53.8
49.0,7.0,39.0,6.0,991.0,0.327,38.778,0.0,0.0,1967.4,242.6,9.917,22.128,14.931,1.787,-93.0,6.512,4.003,-92.0,8.392,20.898,-93.0,6.731,13.348,-92.6,5.245,12.553,-92.29,7.0,400.0,1.0,-93.0,39.0,72200.0,72200.0,7.0,400.0,0.216,17.146,1387.0,0.0,-50.86,-50.9
57.0,6.0,2.0,37.0,544.0,10.231,10.629,0.0,0.0,142.4,645.0,9.689,12.998,13.118,9.261,-91.0,21.866,0.237,-93.0,11.013,10.963,-91.67,15.574,6.678,-92.0,17.897,5.413,-92.14,7.0,400.0,0.0,-93.0,42.0,72200.0,43300.0,4.0,400.0,0.189,8.581,696.0,0.0,-50.43,-50.3
33.0,6.0,56.0,6.0,849.0,0.426,94.594,0.2,4.694835680751174e-07,7963.4,255.4,0.125,93.351,0.199,30.747,-92.0,0.267,16.57,-92.0,0.25,72.897,-92.33,2.174,48.157,-92.2,3.52,37.992,-92.14,9.0,800.0,0.0,-93.0,31.0,229400.0,172000.0,7.0,800.0,1.4,100.647,6824.6,0.0,-62.0,-61.8
68.0,8.0,2.0,23.0,613.0,15.472,4.597,0.0,0.0,438.8,1137.6,23.298,12.501,27.328,14.541,-87.0,5.792,13.584,-87.0,22.033,10.546,-87.67,15.327,13.013,-87.4,11.08,16.161,-87.29,7.0,1.0,0.0,-87.0,46.0,72200.0,72200.0,7.0,1.0,8.755,0.135,154.2,0.0,-41.0,-40.9
11.0,16.0,50.0,24.0,514.0,17.434,23.059,2.4,1.3766203969255477e-07,525.2,996.2,15.525,18.615,11.074,13.369,-87.0,3.989,10.164,-87.0,14.678,18.348,-88.0,10.364,14.579,-87.8,9.104,15.129,-87.71,7.0,1.0,0.0,-89.0,48.0,172000.0,219300.0,10.0,1.0,12.906,0.075,78.5,2.0,-41.29,-40.8
