FreeTime_2.4GHz,IntTime_2.4GHz,RxTime_2.4GHz,TxTime_2.4GHz,VendorStats.Glitch_2.4GHz,tx_Mbps-2g,rx_Mbps-2g,tx_err_ps-2g,tx_ber-2g,rx_pps-2g,tx_pps-2g,tx_Mbps_lag1-2g,rx_Mbps_lag1-2g,tx_Mbps_lag2-2g,rx_Mbps_lag2-2g,Noise_lag2-2g,tx_Mbps_lag3-2g,rx_Mbps_lag3-2g,Noise_lag3-2g,tx_Mbps_avg3-2g,rx_Mbps_avg3-2g,Noise_avg3-2g,tx_Mbps_avg5-2g,rx_Mbps_avg5-2g,Noise_avg5-2g,tx_Mbps_avg7-2g,rx_Mbps_avg7-2g,Noise_avg7-2g,DownlinkMCS,DownlinkShortGuard,Inactive,Noise,SignalNoiseRatio,LastDataDownlinkRate,LastDataUplinkRate,UplinkMCS,UplinkShortGuard,tx_Mbps,rx_Mbps,rx_pps,tx_err_ps,SignalStrength_avg7,SignalStrength_avg10
61.0,9.0,9.0,22.0,219.0,28.164,9.243,0.0,0.0,911.6,1644.0,36.64,3.697,8.597,1.869,-95.0,3.459,2.757,-94.0,24.467,4.936,-94.67,19.607,4.603,-94.4,19.623,5.657,-94.71,11.0,1.0,0.0,-94.0,48.0,286700.0,286700.0,11.0,1.0,21.575,5.743,580.0,0.0,-51.86,-50.1
65.0,7.0,23.0,5.0,799.0,0.398,16.27,0.0,0.0,795.0,212.8,0.402,8.032,9.881,6.162,-92.0,18.969,0.17,-92.0,3.56,10.155,-92.0,7.68,6.148,-92.0,7.217,4.963,-92.14,7.0,400.0,1.0,-92.0,30.0,72200.0,72200.0,7.0,400.0,0.33,4.644,390.8,0.0,-62.43,-62.6
65.0,11.0,5.0,18.0,1059.0,2.86,16.183,8.0,2.797202797202797e-06,1319.8,376.2,22.458,16.686,30.331,25.307,-92.0,16.241,22.972,-91.0,18.55,19.392,-92.67,17.518,20.275,-92.4,18.367,18.493,-92.71,9.0,400.0,1.0,-93.0,60.0,96100.0,96100.0,9.0,400.0,0.08,5.383,440.8,0.0,-36.57,-36.7
51.0,9.0,34.0,7.0,155.0,0.407,12.46,0.0,0.0,816.8,366.2,2.321,17.764,3.356,17.392,-94.0,7.005,10.447,-94.0,2.028,15.872,-94.67,4.207,16.815,-94.6,16.754,13.759,-94.86,7.0,1.0,0.0,-96.0,48.0,72200.0,72200.0,7.0,1.0,0.167,3.985,326.4,0.0,-48.14,-48.3
50.0,10.0,6.0,35.0,234.0,13.215,8.542,0.0,0.0,746.6,931.4,14.131,4.174,9.555,9.036,-89.0,5.823,11.761,-90.0,12.3,7.251,-89.0,9.728,8.659,-89.8,8.754,7.618,-90.29,11.0,1.0,0.0,-89.0,47.0,286700.0,1000.0,0.0,0.0,6.719,6.372,566.8,0.0,-40.71,-40.7
71.0,9.0,2.0,18.0,990.0,3.986,17.699,1.2,3.0105368790767685e-07,1045.6,291.0,0.167,27.791,0.252,23.542,-92.0,0.247,15.517,-92.0,1.468,23.011,-92.0,1.947,21.04,-92.0,2.957,19.839,-92.14,11.0,800.0,0.0,-93.0,64.0,286700.0,286700.0,11.0,800.0,0.491,15.025,1295.0,1.2,-28.71,-28.8
60.0,20.0,2.0,19.0,1172.0,9.104,0.118,0.0,0.0,58.667,556.667,36.865,1.504,42.383,5.047,-86.0,1.253,28.924,-86.0,29.451,2.223,-85.67,17.997,14.187,-85.4,18.285,17.584,-85.14,9.0,1.0,0.0,-85.0,56.0,229400.0,243700.0,11.0,1.0,6.148,0.059,66.2,0.0,-29.14,-29.7
49.0,13.0,17.0,20.0,1000.0,18.161,9.629,4.2,2.3126479819393207e-07,169.6,1006.4,15.107,5.861,14.588,0.158,-92.0,11.762,0.21,-92.0,15.952,5.216,-91.67,14.368,3.209,-91.8,12.892,3.472,-91.86,7.0,400.0,0.0,-91.0,41.0,72200.0,72200.0,7.0,400.0,0.046,9.257,750.8,0.0,-49.29,-49.3
62.0,5.0,19.0,15.0,229.0,3.471,25.058,0.0,0.0,781.6,512.0,9.061,9.762,14.552,3.56,-95.0,17.158,6.165,-97.0,9.028,12.793,-94.33,11.843,10.836,-95.0,15.309,11.551,-95.29,7.0,1.0,0.0,-94.0,48.0,72200.0,72200.0,7.0,1.0,0.096,15.544,1260.8,0.0,-46.29,-46.5
31.0,14.0,25.0,31.0,688.0,10.511,21.959,0.0,0.0,796.2,901.0,0.135,24.697,6.705,22.449,-85.0,16.018,10.881,-85.0,5.784,23.035,-86.0,9.038,17.807,-86.0,9.281,12.792,-86.14,7.0,1.0,0.0,-87.0,45.0,72200.0,72200.0,7.0,1.0,0.128,12.762,1033.6,0.0,-41.86,-42.3
57.0,20.0,1.0,22.0,1111.0,7.702,3.909,0.8,1.038691249026227e-07,329.6,659.4,2.401,0.027,5.235,3.852,-84.0,14.787,0.186,-84.0,5.113,2.596,-84.67,8.757,2.495,-84.4,10.86,5.312,-84.43,10.0,1.0,0.0,-85.0,55.0,243700.0,270800.0,11.0,1.0,0.352,3.804,318.6,0.8,-29.29,-29.4
18.0,8.0,48.0,27.0,188.0,16.261,20.314,0.0,0.0,1234.4,1469.8,13.907,9.847,15.601,9.354,-96.0,8.594,17.352,-96.0,15.256,13.172,-96.0,11.121,21.869,-95.8,8.263,25.221,-95.71,11.0,1.0,0.0,-96.0,50.0,286700.0,1000.0,0.0,0.0,0.899,8.59,718.6,0.0,-45.57,-45.4
50.0,12.0,3.0,36.0,900.0,22.165,0.306,0.0,0.0,157.2,1510.2,18.035,4.785,20.88,7.553,-94.0,7.648,15.791,-92.0,20.36,4.215,-94.67,15.463,9.022,-93.8,15.763,7.241,-94.0,7.0,400.0,0.0,-95.0,45.0,72200.0,72200.0,7.0,400.0,11.693,0.165,189.4,0.0,-49.86,-49.8
29.0,7.0,21.0,44.0,931.0,44.683,14.975,16.2,3.6255399145088734e-07,260.8,1888.8,39.254,13.867,49.306,0.392,-89.0,40.439,0.353,-90.0,44.414,9.745,-88.33,34.75,8.008,-89.2,24.877,13.084,-89.0,8.0,1.0,0.0,-88.0,26.0,206500.0,172000.0,7.0,1.0,41.688,0.218,240.2,20.0,-62.0,-62.0
67.0,7.0,12.0,15.0,898.0,11.508,10.414,1.2,1.0427528675703857e-07,136.6,753.2,4.241,8.036,7.187,12.628,-92.0,13.262,8.387,-89.0,7.645,10.359,-92.0,9.187,9.486,-91.6,9.5,8.147,-91.57,9.0,800.0,0.0,-92.0,63.0,229400.0,286700.0,11.0,800.0,8.674,0.081,85.6,1.2,-28.0,-28.0
24.0,20.0,49.0,6.0,580.0,0.125,46.392,12.4,9.92e-05,1840.6,107.8,0.259,39.157,0.227,26.296,-89.0,0.169,42.885,-88.0,0.204,37.282,-88.33,0.189,41.181,-88.2,0.998,39.993,-88.14,7.0,1.0,0.0,-88.0,42.0,65000.0,72200.0,7.0,1.0,0.087,26.273,2126.2,12.4,-45.71,-45.8
10.0,8.0,52.0,33.0,557.0,50.983,1.547,0.0,0.0,1623.2,4102.6,22.034,51.814,21.038,51.045,-86.0,20.326,15.326,-87.0,31.352,34.802,-87.0,27.477,28.446,-87.2,21.675,23.933,-87.86,11.0,1.0,0.0,-88.0,48.0,286700.0,1000.0,0.0,0.0,1.813,3.789,302.6,0.0,-37.29,-37.1
59.0,7.0,30.0,6.0,260.0,0.423,31.886,0.0,0.0,1572.8,341.4,0.975,25.614,27.241,19.535,-96.0,46.182,4.15,-96.0,9.546,25.678,-96.33,19.212,20.766,-96.2,17.717,24.71,-96.29,11.0,1.0,0.0,-96.0,50.0,286700.0,1000.0,0.0,0.0,0.062,12.622,1078.8,0.4,-46.0,-46.6
35.0,15.0,3.0,46.0,764.0,23.693,0.396,0.0,0.0,334.6,1965.2,20.451,5.885,15.723,31.905,-88.0,8.659,30.55,-87.0,19.956,12.729,-87.33,19.305,16.428,-87.4,22.611,13.138,-87.0,7.0,1.0,0.0,-87.0,52.0,72200.0,72200.0,7.0,1.0,3.403,0.056,62.8,0.0,-33.43,-33.0
22.0,7.0,59.0,13.0,405.0,14.264,14.252,0.0,0.0,91.2,915.2,19.655,0.278,7.564,19.378,-91.0,0.255,38.622,-91.0,13.828,11.303,-91.0,8.403,20.274,-90.8,6.667,21.632,-90.71,10.0,1.0,0.0,-91.0,58.0,258000.0,286700.0,11.0,1.0,7.358,0.074,72.333,0.0,-33.0,-33.0
52.0,14.0,30.0,5.0,765.0,0.347,27.372,0.0,0.0,1200.8,284.4,0.226,15.168,0.367,21.23,-84.0,5.965,8.857,-84.0,0.313,21.257,-85.0,2.639,17.231,-84.8,5.275,14.864,-85.29,7.0,1.0,1.0,-86.0,47.0,172000.0,149700.0,6.0,1.0,0.115,8.351,686.8,0.0,-39.0,-38.8
29.0,8.0,16.0,47.0,540.0,36.317,16.691,0.0,0.0,1415.6,2516.8,28.311,11.384,13.438,5.902,-90.0,15.413,13.701,-92.0,26.022,11.326,-89.67,23.906,12.684,-90.6,20.205,11.529,-90.86,7.0,400.0,0.0,-91.0,41.0,72200.0,72200.0,7.0,400.0,22.694,0.243,278.6,0.0,-50.0,-50.1
77.0,10.0,10.0,5.0,834.0,0.945,12.883,0.0,0.0,497.6,309.8,6.589,11.056,5.799,11.641,-89.0,2.974,0.062,-90.0,4.444,11.86,-90.0,4.254,7.9,-90.2,7.643,6.117,-90.14,9.0,1.0,1.0,-90.0,57.0,229400.0,286700.0,11.0,1.0,3.69,3.819,344.8,1.4,-33.0,-33.1
36.0,6.0,6.0,52.0,524.0,23.603,9.56,1.6,6.778799305173071e-08,775.4,1927.2,16.137,14.44,0.097,23.48,-91.0,6.345,21.195,-91.0,13.279,15.827,-89.67,15.002,13.767,-90.2,13.528,10.743,-90.14,9.0,1.0,0.0,-89.0,56.0,216600.0,286700.0,11.0,1.0,0.045,10.51,871.2,0.2,-33.14,-33.1
57.0,10.0,2.0,31.0,317.0,16.134,0.277,0.0,0.0,80.4,1320.2,23.752,11.976,25.605,9.582,-96.0,22.286,8.576,-95.0,21.83,7.278,-96.0,21.601,6.911,-95.6,25.531,5.273,-94.71,7.0,1.0,0.0,-95.0,49.0,72200.0,72200.0,7.0,1.0,13.009,0.191,219.4,0.0,-46.29,-46.4
28.0,20.0,33.0,18.0,1249.0,8.256,10.959,0.2,2.422480620155039e-08,596.6,832.4,8.736,12.911,2.467,37.231,-85.0,0.528,35.736,-86.0,6.486,20.367,-85.33,4.064,24.597,-85.4,3.01,25.895,-85.29,7.0,1.0,0.0,-85.0,48.0,172000.0,286700.0,11.0,1.0,1.697,0.028,25.8,0.2,-36.43,-36.4
55.0,6.0,2.0,38.0,596.0,28.218,0.4,0.0,0.0,286.0,2300.0,5.237,12.458,7.874,24.381,-93.0,8.455,17.315,-94.0,13.776,12.413,-93.0,15.395,10.999,-93.4,19.078,8.565,-93.0,11.0,800.0,1.0,-92.0,41.0,286700.0,1000.0,0.0,0.0,0.008,0.007,7.4,0.0,-53.86,-52.7
86.0,8.0,1.0,8.0,370.0,8.444,0.073,0.0,0.0,76.8,373.4,13.534,0.065,10.01,0.069,-86.0,0.046,7.122,-85.0,10.663,0.069,-85.33,6.43,3.079,-85.2,4.608,3.562,-85.14,11.0,1.0,0.0,-85.0,43.0,286700.0,270800.0,11.0,1.0,8.529,0.074,77.4,0.0,-45.29,-44.9
42.0,7.0,29.0,23.0,694.0,1.556,22.054,0.2,1.2853470437017996e-07,590.8,333.2,25.556,12.355,46.882,0.554,-94.0,19.08,1.887,-93.0,24.665,11.654,-94.0,19.744,8.236,-93.4,15.636,12.488,-93.14,9.0,400.0,0.0,-94.0,35.0,96100.0,96100.0,9.0,400.0,0.328,1.218,118.6,0.0,-60.29,-60.7
37.0,21.0,21.0,21.0,1148.0,13.368,12.718,0.0,0.0,942.8,732.4,9.698,25.283,7.773,29.678,-86.0,0.246,0.018,-84.0,10.28,22.56,-85.33,6.568,14.421,-85.4,11.148,15.872,-85.86,9.0,1.0,0.0,-85.0,42.0,96100.0,96100.0,9.0,1.0,0.124,9.597,785.8,0.0,-43.71,-44.3
63.0,12.0,22.0,5.0,195.0,0.178,28.755,0.2,1.1235955056179777e-06,2388.8,114.8,4.989,11.665,7.498,0.165,-96.0,2.184,9.805,-96.0,4.222,13.528,-96.0,3.007,13.551,-95.8,3.816,12.726,-95.43,11.0,1.0,0.0,-96.0,63.0,286700.0,286700.0,11.0,1.0,0.047,12.992,1076.5,0.167,-33.14,-33.3
63.0,15.0,18.0,5.0,616.0,0.155,50.593,0.0,0.0,4288.8,98.8,0.059,51.092,3.927,21.763,-85.0,6.761,0.065,-85.0,1.38,41.149,-85.0,2.729,24.71,-84.8,3.109,17.661,-84.86,10.0,1.0,0.0,-85.0,47.0,243700.0,243700.0,10.0,1.0,0.179,49.37,3556.6,0.0,-38.71,-38.8
34.0,11.0,47.0,8.0,173.0,0.543,45.108,0.0,0.0,2732.6,441.0,9.913,27.925,15.1,18.32,-95.0,30.629,10.554,-94.0,8.519,30.451,-95.0,20.561,21.083,-95.0,17.235,22.889,-95.14,7.0,1.0,0.0,-95.0,46.0,72200.0,72200.0,7.0,1.0,0.149,12.775,1035.8,0.0,-49.29,-49.2
76.0,9.0,13.0,4.0,532.0,0.032,25.874,0.6,1.875e-05,2227.0,24.0,0.816,21.259,2.869,0.031,-85.0,1.938,4.512,-85.0,1.239,15.721,-84.67,1.15,14.29,-84.8,0.858,12.263,-84.86,10.0,1.0,0.0,-84.0,45.0,243700.0,219300.0,10.0,1.0,0.041,25.686,1812.2,0.6,-39.0,-39.0
77.0,11.0,5.0,10.0,232.0,5.06,1.493,0.0,0.0,190.2,335.2,8.629,0.096,18.503,0.155,-89.0,17.697,0.157,-88.0,10.731,0.581,-89.67,13.313,1.105,-89.0,11.089,5.125,-89.0,11.0,1.0,0.0,-90.0,60.0,286700.0,286700.0,11.0,1.0,3.553,0.034,37.0,0.0,-30.0,-30.0
32.0,14.0,48.0,6.0,840.0,1.345,18.351,0.0,0.0,639.4,153.6,0.267,22.337,5.362,6.512,-84.0,6.159,5.879,-84.0,2.325,15.733,-84.0,3.813,13.824,-83.8,4.403,12.645,-83.71,7.0,1.0,0.0,-84.0,34.0,72200.0,72200.0,7.0,1.0,0.062,11.274,914.8,0.0,-50.0,-50.0
74.0,9.0,11.0,7.0,366.0,0.303,36.116,0.0,0.0,2841.2,235.6,0.147,36.233,19.022,9.998,-85.0,15.484,8.54,-86.0,6.491,27.449,-85.0,12.259,35.564,-85.4,20.816,36.887,-85.0,7.0,1.0,0.0,-85.0,35.0,72200.0,72200.0,7.0,1.0,0.18,3.002,260.2,0.0,-49.71,-49.8
58.0,9.0,19.0,15.0,1220.0,17.783,17.332,0.0,0.0,113.4,1122.6,12.648,14.492,5.247,3.797,-92.0,7.23,4.751,-91.0,11.893,11.874,-91.33,11.137,8.09,-91.0,10.054,7.36,-90.86,7.0,1.0,0.0,-92.0,55.0,72200.0,72200.0,7.0,1.0,0.405,18.116,1482.4,0.0,-37.86,-38.2
38.0,16.0,37.0,10.0,880.0,4.182,23.516,0.0,0.0,211.2,381.8,5.149,9.323,5.621,14.159,-87.0,34.009,20.011,-88.0,4.984,15.666,-87.0,16.84,16.013,-87.6,12.236,19.28,-87.57,7.0,1.0,0.0,-87.0,48.0,172000.0,270800.0,11.0,1.0,4.047,0.038,41.8,0.0,-38.86,-39.1
76.0,6.0,5.0,15.0,764.0,5.237,12.458,0.0,0.0,1022.4,592.8,7.874,24.381,8.455,17.315,-94.0,27.189,0.44,-94.0,7.189,18.051,-93.67,15.896,10.991,-93.4,17.039,9.69,-93.43,7.0,400.0,0.0,-93.0,43.0,72200.0,72200.0,7.0,400.0,2.83,5.838,519.6,0.0,-49.71,-49.7
56.0,15.0,23.0,7.0,358.0,0.076,16.584,0.0,0.0,898.2,70.2,1.924,19.37,5.562,3.773,-84.0,3.329,6.744,-86.0,2.521,13.242,-83.33,2.192,11.861,-84.8,3.699,10.291,-84.71,7.0,1.0,0.0,-83.0,34.0,72200.0,72200.0,7.0,1.0,0.045,6.006,501.2,0.0,-50.0,-50.1
80.0,17.0,1.0,5.0,55.0,0.662,3.639,0.0,0.0,319.2,48.4,0.043,3.62,5.942,3.851,-92.0,6.472,0.055,-92.0,2.216,3.703,-91.67,2.633,2.585,-91.6,2.231,2.396,-91.43,11.0,1.0,1.0,-92.0,49.0,286700.0,1000.0,0.0,0.0,0.037,3.825,331.2,0.0,-43.57,-43.4
65.0,19.0,2.0,14.0,1413.0,17.195,0.476,7.4,4.3035766211107883e-07,442.0,1145.4,30.17,5.263,37.664,10.477,-85.0,31.326,7.321,-84.0,28.343,5.405,-85.67,27.131,6.083,-85.0,22.124,9.539,-85.0,11.0,1.0,0.0,-85.0,44.0,135400.0,195000.0,9.0,1.0,6.103,0.054,66.0,6.167,-39.71,-39.8
70.0,15.0,5.0,11.0,825.0,3.095,3.369,0.0,0.0,310.8,292.8,3.25,2.321,17.646,0.466,-86.0,19.121,0.197,-86.0,7.997,2.052,-86.33,8.817,6.953,-86.2,6.388,13.829,-86.14,7.0,1.0,0.0,-86.0,41.0,72200.0,72200.0,7.0,1.0,1.134,0.026,28.0,0.0,-45.0,-45.0
25.0,11.0,46.0,17.0,480.0,12.594,10.337,0.0,0.0,190.8,846.0,11.42,4.703,11.608,27.527,-87.0,10.42,23.675,-87.0,11.874,14.189,-87.0,13.303,14.115,-87.2,14.562,15.216,-87.29,11.0,1.0,0.0,-87.0,55.0,286700.0,286700.0,11.0,1.0,7.139,0.065,77.8,0.0,-32.43,-31.8
54.0,16.0,25.0,6.0,675.0,3.05,18.716,0.0,0.0,995.6,361.6,6.269,1.729,10.303,6.874,-88.0,16.622,9.201,-88.0,6.541,9.106,-88.0,12.815,8.671,-87.6,19.338,6.787,-88.0,7.0,1.0,1.0,-88.0,42.0,65000.0,72200.0,7.0,1.0,0.067,4.493,365.8,0.0,-45.71,-45.6
35.0,9.0,3.0,53.0,574.0,17.058,7.153,0.0,0.0,517.4,1347.8,11.83,10.089,27.803,9.484,-86.0,40.11,0.418,-86.0,18.897,8.909,-86.0,22.609,5.479,-86.2,18.672,4.459,-86.29,9.0,1.0,1.0,-86.0,51.0,96100.0,96100.0,9.0,1.0,9.554,0.674,198.6,0.0,-37.29,-36.4
6.0,17.0,69.0,7.0,838.0,0.094,15.941,0.0,0.0,1335.8,63.4,0.896,0.016,0.866,0.022,-85.0,0.025,9.02,-85.0,0.619,5.326,-83.33,0.398,7.293,-83.6,7.147,5.253,-83.43,11.0,1.0,0.0,-83.0,36.0,286700.0,51600.0,2.0,1.0,0.091,18.929,1548.0,0.0,-48.14,-48.14
72.0,12.0,6.0,10.0,753.0,5.28,12.811,4.2,7.954545454545455e-07,255.0,331.6,6.076,15.237,16.708,4.709,-92.0,21.392,0.307,-90.0,9.355,10.919,-91.67,10.423,7.905,-91.0,7.498,10.558,-90.86,7.0,1.0,0.0,-91.0,47.0,72200.0,72200.0,7.0,1.0,1.089,10.657,877.2,0.0,-44.0,-44.3
38.0,19.0,27.0,15.0,952.0,12.023,9.108,0.0,0.0,818.6,703.8,7.933,5.841,13.874,2.842,-88.0,21.256,0.509,-88.0,11.277,5.93,-87.67,13.904,3.705,-87.8,10.462,4.877,-87.86,9.0,1.0,0.0,-87.0,34.0,96100.0,96100.0,9.0,1.0,0.206,8.144,673.6,0.0,-54.57,-54.4
32.0,11.0,20.0,37.0,477.0,65.281,18.622,0.0,0.0,460.4,3277.6,56.845,20.208,37.335,22.095,-96.0,36.854,19.527,-96.0,53.154,20.308,-95.0,47.169,21.129,-95.2,39.935,27.609,-95.29,9.0,1.0,0.0,-94.0,42.0,96100.0,96100.0,9.0,1.0,13.332,0.208,204.2,0.0,-51.14,-50.6
40.0,25.0,2.0,33.0,1877.0,18.199,0.239,0.0,0.0,67.0,1287.2,11.916,3.105,12.369,3.65,-87.0,20.404,5.069,-85.0,14.161,2.331,-86.0,15.952,2.443,-85.6,16.196,1.799,-85.57,9.0,1.0,0.0,-84.0,44.0,229400.0,243700.0,11.0,1.0,5.27,0.055,60.8,0.0,-39.43,-39.3
38.0,11.0,8.0,43.0,439.0,27.482,6.251,0.0,0.0,1338.8,2313.2,32.167,12.983,1.07,28.209,-93.0,3.657,30.754,-96.0,20.24,15.814,-94.33,14.112,20.725,-95.0,10.529,22.242,-94.86,7.0,1.0,0.0,-95.0,49.0,72200.0,72200.0,7.0,1.0,1.019,0.024,26.8,0.0,-46.43,-46.3
52.0,15.0,2.0,32.0,760.0,58.286,4.11,0.0,0.0,397.0,2620.0,36.914,29.457,6.638,83.779,-88.0,18.006,47.124,-87.0,33.946,39.115,-87.67,35.487,34.203,-87.2,29.825,39.733,-87.43,7.0,1.0,1.0,-87.0,45.0,72200.0,72200.0,7.0,1.0,0.061,3.811,311.8,0.0,-41.43,-41.3
3.0,24.0,46.0,25.0,416.0,8.77,23.357,0.167,1.9042189281641962e-08,1910.5,879.833,16.742,23.854,27.272,0.23,-83.0,12.783,7.82,-84.0,17.595,15.814,-83.33,13.123,14.844,-83.6,9.445,23.675,-83.57,7.0,1.0,0.0,-84.0,37.0,72200.0,72200.0,7.0,1.0,10.262,0.12,135.8,0.0,-47.71,-47.8
48.0,8.0,2.0,42.0,1136.0,39.678,1.075,1.4,3.5284036493774884e-08,258.8,1935.4,40.667,0.987,22.98,24.001,-91.0,22.359,24.451,-92.0,34.442,8.688,-91.33,37.077,10.21,-91.6,39.058,10.575,-91.71,11.0,800.0,0.0,-92.0,44.0,286700.0,243700.0,10.0,1600.0,31.832,0.165,179.6,1.4,-48.0,-48.6
18.0,8.0,51.0,23.0,474.0,15.599,16.029,3.333,2.1366754279120457e-07,194.333,1169.0,20.758,21.576,12.382,20.103,-91.0,7.093,24.458,-91.0,16.246,19.236,-90.67,12.144,18.387,-90.8,11.083,17.808,-91.14,10.0,800.0,0.0,-91.0,44.0,258000.0,286700.0,11.0,800.0,4.195,0.04,45.167,0.167,-47.14,-47.0
70.0,9.0,7.0,15.0,596.0,6.365,8.848,0.0,0.0,473.0,443.4,6.65,10.055,16.261,3.872,-86.0,15.739,7.405,-88.0,9.759,7.592,-86.0,9.194,10.428,-86.6,7.546,12.525,-86.57,7.0,1.0,0.0,-86.0,53.0,65000.0,72200.0,7.0,1.0,0.046,3.76,309.2,0.0,-33.0,-33.0
52.0,13.0,27.0,10.0,449.0,11.843,17.499,0.0,0.0,183.2,906.2,28.53,6.663,32.039,7.723,-96.0,45.033,5.803,-96.0,24.137,10.628,-95.33,29.325,11.063,-95.4,21.978,25.391,-95.14,10.0,1.0,0.0,-95.0,50.0,258000.0,243700.0,10.0,1.0,4.029,1.208,146.4,0.0,-46.29,-46.0
78.0,14.0,1.0,5.0,3494.0,1.057,0.04,0.0,0.0,43.6,74.8,1.88,5.664,5.614,7.907,-92.0,5.17,9.725,-91.0,2.85,4.537,-91.67,3.572,5.407,-91.4,3.0,8.838,-91.43,10.0,1.0,0.0,-92.0,49.0,258000.0,1000.0,0.0,0.0,0.982,0.017,21.8,0.0,-41.29,-41.5
31.0,9.0,47.0,15.0,306.0,6.663,29.644,0.2,3.0016509079994e-08,589.8,693.6,0.285,22.088,7.294,23.831,-94.0,25.201,7.508,-96.0,4.747,25.188,-95.0,11.466,20.034,-94.8,11.02,20.595,-94.43,7.0,1.0,0.0,-96.0,48.0,72200.0,72200.0,7.0,1.0,0.203,22.994,1875.8,0.2,-47.57,-47.8
50.0,21.0,20.0,10.0,1069.0,0.892,20.766,0.0,0.0,786.0,243.2,15.741,21.29,26.683,24.187,-87.0,19.451,22.633,-86.0,14.439,22.081,-87.0,16.436,20.422,-86.6,14.305,25.308,-86.57,9.0,1.0,1.0,-87.0,37.0,96100.0,96100.0,9.0,1.0,0.767,1.447,147.4,0.0,-50.71,-50.6
29.0,14.0,46.0,10.0,415.0,4.56,20.171,0.4,8.771929824561404e-08,1435.6,580.8,5.338,17.941,12.067,15.82,-87.0,14.854,16.293,-88.0,7.322,17.977,-87.33,7.8,17.505,-87.4,11.244,15.51,-87.14,9.0,1.0,0.0,-87.0,51.0,96100.0,96100.0,9.0,1.0,0.841,0.023,27.8,0.0,-35.57,-36.5
4.0,6.0,65.0,28.0,140.0,7.586,54.856,0.0,0.0,4255.6,1549.6,0.402,59.163,23.088,37.566,-87.0,53.704,11.84,-88.0,10.359,50.528,-88.33,23.784,38.979,-88.0,20.178,43.77,-87.71,9.0,1.0,0.0,-91.0,40.0,96100.0,96100.0,9.0,1.0,1.188,48.838,3968.6,0.0,-52.71,-53.1
61.0,15.0,2.0,24.0,1380.0,21.965,0.12,4.6,2.094240837696335e-07,128.6,925.0,1.143,0.014,4.737,0.039,-91.0,18.479,0.091,-91.0,9.282,0.058,-91.67,12.077,0.071,-91.4,10.082,0.064,-91.57,9.0,1.0,0.0,-92.0,27.0,229400.0,129000.0,10.0,1.0,1.146,0.016,16.2,1.4,-65.14,-65.2
77.0,12.0,6.0,6.0,1210.0,0.054,14.578,0.2,3.7037037037037037e-06,1231.6,36.0,0.84,14.49,3.698,0.038,-84.0,2.789,5.791,-85.0,1.531,9.702,-84.67,1.485,9.266,-85.0,1.969,8.296,-85.0,11.0,1.0,1.0,-85.0,56.0,286700.0,286700.0,11.0,1.0,0.054,14.851,1170.8,0.2,-29.14,-29.2
59.0,9.0,17.0,16.0,236.0,2.152,20.758,0.0,0.0,1603.2,299.4,8.839,16.088,10.302,28.92,-96.0,15.259,26.524,-96.0,7.098,21.922,-95.0,10.69,23.458,-95.4,10.602,22.366,-95.29,7.0,1.0,1.0,-95.0,47.0,72200.0,72200.0,7.0,1.0,0.177,2.733,238.6,0.0,-47.71,-47.8
78.0,8.0,11.0,5.0,1031.0,0.141,9.566,0.0,0.0,797.667,84.167,0.038,9.428,0.094,5.984,-92.0,0.102,3.617,-92.0,0.091,8.326,-91.0,0.09,6.473,-91.4,0.279,5.166,-91.29,11.0,800.0,0.0,-90.0,40.0,286700.0,286700.0,11.0,800.0,0.179,13.42,1082.4,0.0,-50.43,-50.4
65.0,11.0,2.0,24.0,675.0,11.825,0.205,1.6,1.353065539112051e-07,23.0,936.6,9.258,0.147,8.162,0.1,-92.0,4.959,0.084,-90.0,9.748,0.151,-91.33,7.347,0.117,-90.8,5.401,2.311,-90.57,7.0,1.0,0.0,-91.0,46.0,72200.0,72200.0,7.0,1.0,8.733,0.161,185.5,0.0,-45.0,-44.9
27.0,8.0,56.0,9.0,531.0,0.442,42.918,0.0,0.0,1570.6,354.2,16.492,5.648,15.486,1.193,-93.0,15.164,11.658,-94.0,10.807,16.586,-94.0,11.907,14.864,-94.0,12.604,12.586,-94.0,7.0,400.0,0.0,-94.0,46.0,72200.0,72200.0,7.0,400.0,1.307,17.647,1447.6,0.0,-48.43,-48.5
61.0,7.0,3.0,30.0,619.0,23.616,3.067,2.8,1.1856368563685636e-07,397.8,1554.2,11.127,6.838,6.221,25.397,-95.0,9.328,27.948,-95.0,13.655,11.767,-94.33,11.671,16.036,-94.6,8.763,22.149,-95.0,7.0,1.0,0.0,-94.0,48.0,72200.0,72200.0,7.0,1.0,7.064,0.13,147.6,2.8,-46.0,-46.0
42.0,24.0,2.0,31.0,1542.0,12.123,3.336,0.0,0.0,344.6,821.6,5.98,29.135,6.435,24.092,-83.0,11.971,4.452,-84.0,8.179,18.854,-83.0,9.491,15.064,-83.6,6.841,22.579,-83.71,7.0,1.0,0.0,-83.0,35.0,72200.0,72200.0,7.0,1.0,7.153,0.114,125.8,0.0,-48.57,-48.9
